%,freq
32,1
4,4
6,3
7,1
27,1
19,4
23,2
13,1
11,4
9,1
16,2
33,1
12,1
29,1
3,1
22,1
18,1
31,1
43,1
17,2
26,1
20,1
10,1
14,1
